symbol,name
OCCLLTD.NS,OCCLLTD
ODIGMA.NS,ODIGMA
OFSS.NS,OFSS
OIL.NS,OIL
OILCOUNTUB.NS,OILCOUNTUB
OLAELEC.NS,OLAELEC
OLECTRA.NS,OLECTRA
OLIL.NS,OLIL
OMAXAUTO.NS,OMAXAUTO
OMAXE.NS,OMAXE
OMFURN.NS,OMFURN
OMINFRAL.NS,OMINFRAL
OMKARCHEM.NS,OMKARCHEM
ONDOOR.NS,ONDOOR
ONELIFECAP.NS,ONELIFECAP
ONEPOINT.NS,ONEPOINT
ONGC.NS,ONGC
ONMOBILE.NS,ONMOBILE
ONWARDTEC.NS,ONWARDTEC
ONYX.NS,ONYX
OPAL.NS,OPAL
OPTIEMUS.NS,OPTIEMUS
OPTOCIRCUI.NS,OPTOCIRCUI
ORBTEXP.NS,ORBTEXP
ORCHPHARMA.NS,ORCHPHARMA
ORIANA.NS,ORIANA
ORICONENT.NS,ORICONENT
ORIENTALTL.NS,ORIENTALTL
ORIENTBELL.NS,ORIENTBELL
ORIENTCEM.NS,ORIENTCEM
ORIENTCER.NS,ORIENTCER
ORIENTELEC.NS,ORIENTELEC
ORIENTHOT.NS,ORIENTHOT
ORIENTLTD.NS,ORIENTLTD
ORIENTPPR.NS,ORIENTPPR
ORIENTTECH.NS,ORIENTTECH
ORISSAMINE.NS,ORISSAMINE
ORTEL.NS,ORTEL
ORTINGLOBE.NS,ORTINGLOBE
OSELDEVICE.NS,OSELDEVICE
OSIAHYPER.NS,OSIAHYPER
OSWALAGRO.NS,OSWALAGRO
OSWALGREEN.NS,OSWALGREEN
OSWALSEEDS.NS,OSWALSEEDS
OWAIS.NS,OWAIS
PAGEIND.NS,PAGEIND
PAISALO.NS,PAISALO
PAKKA.NS,PAKKA
PALASHSECU.NS,PALASHSECU
PALREDTEC.NS,PALREDTEC
PANACEABIO.NS,PANACEABIO
PANACHE.NS,PANACHE
PANAMAPET.NS,PANAMAPET
PANSARI.NS,PANSARI
PAR.NS,PAR
PARACABLES.NS,PARACABLES
PARADEEP.NS,PARADEEP
PARAGMILK.NS,PARAGMILK
PARAGON.NS,PARAGON
PARAMATRIX.NS,PARAMATRIX
PARAMOUNT.NS,PARAMOUNT
PARAS.NS,PARAS
PARASPETRO.NS,PARASPETRO
PARIN.NS,PARIN
PARKHOTELS.NS,PARKHOTELS
PARSVNATH.NS,PARSVNATH
PARTYCRUS.NS,PARTYCRUS
PASHUPATI.NS,PASHUPATI
PASUPTAC.NS,PASUPTAC
PATANJALI.NS,PATANJALI
PATELENG.NS,PATELENG
PATINTLOG.NS,PATINTLOG
PATTECH.NS,PATTECH
PAVNAIND.NS,PAVNAIND
PAYTM.NS,PAYTM
PCBL.NS,PCBL
PCCL.NS,PCCL
PCJEWELLER.NS,PCJEWELLER
PDMJEPAPER.NS,PDMJEPAPER
PDPL.NS,PDPL
PDSL.NS,PDSL
PEARLPOLY.NS,PEARLPOLY
PEL.NS,PEL
PELATRO.NS,PELATRO
PENIND.NS,PENIND
PENINLAND.NS,PENINLAND
PENTAGOLD.NS,PENTAGOLD
PENTAGON.NS,PENTAGON
PERFECT.NS,PERFECT
PERSISTENT.NS,PERSISTENT
PETRONET.NS,PETRONET
PFC.NS,PFC
PFIZER.NS,PFIZER
PFOCUS.NS,PFOCUS
PFS.NS,PFS
PGEL.NS,PGEL
PGHH.NS,PGHH
PGHL.NS,PGHL
PGIL.NS,PGIL
PHANTOMFX.NS,PHANTOMFX
PHOENIXLTD.NS,PHOENIXLTD
PHOGLOBAL.NS,PHOGLOBAL
PIDILITIND.NS,PIDILITIND
PIGL.NS,PIGL
PIIND.NS,PIIND
PILANIINVS.NS,PILANIINVS
PILITA.NS,PILITA
PINCON.NS,PINCON
PIONEEREMB.NS,PIONEEREMB
PITTIENG.NS,PITTIENG
PIXTRANS.NS,PIXTRANS
PKTEA.NS,PKTEA
PLADAINFO.NS,PLADAINFO
PLASTIBLEN.NS,PLASTIBLEN
PLATIND.NS,PLATIND
PLAZACABLE.NS,PLAZACABLE
PNB.NS,PNB
PNBGILTS.NS,PNBGILTS
PNBHOUSING.NS,PNBHOUSING
PNC.NS,PNC
PNCINFRA.NS,PNCINFRA
PNGJL.NS,PNGJL
POCL.NS,POCL
PODDARHOUS.NS,PODDARHOUS
PODDARMENT.NS,PODDARMENT
POKARNA.NS,POKARNA
POLICYBZR.NS,POLICYBZR
POLYCAB.NS,POLYCAB
POLYMED.NS,POLYMED
POLYPLEX.NS,POLYPLEX
POLYSIL.NS,POLYSIL
PONNIERODE.NS,PONNIERODE
POONAWALLA.NS,POONAWALLA
POSITRON.NS,POSITRON
POWERGRID.NS,POWERGRID
POWERINDIA.NS,POWERINDIA
POWERMECH.NS,POWERMECH
PPAP.NS,PPAP
PPL.NS,PPL
PPLPHARMA.NS,PPLPHARMA
PPSL.NS,PPSL
PRAENG.NS,PRAENG
PRAJIND.NS,PRAJIND
PRAKASH.NS,PRAKASH
PRAKASHSTL.NS,PRAKASHSTL
PRAMARA.NS,PRAMARA
PRANIK.NS,PRANIK
PRATHAM.NS,PRATHAM
PRATIBHA.NS,PRATIBHA
PRAXIS.NS,PRAXIS
PRECAM.NS,PRECAM
PRECISION.NS,PRECISION
PRECOT.NS,PRECOT
PRECWIRE.NS,PRECWIRE
PREMEXPLN.NS,PREMEXPLN
PREMIER.NS,PREMIER
PREMIERENE.NS,PREMIERENE
PREMIERPOL.NS,PREMIERPOL
PREMIUM.NS,PREMIUM
PRESSTONIC.NS,PRESSTONIC
PRESTIGE.NS,PRESTIGE
PRICOLLTD.NS,PRICOLLTD
PRIMESECU.NS,PRIMESECU
PRINCEPIPE.NS,PRINCEPIPE
PRITI.NS,PRITI
PRITIKA.NS,PRITIKA
PRITIKAUTO.NS,PRITIKAUTO
PRIVISCL.NS,PRIVISCL
PRIZOR.NS,PRIZOR
PRLIND.NS,PRLIND
PROLIFE.NS,PROLIFE
PROPEQUITY.NS,PROPEQUITY
PROV.NS,PROV
PROZONER.NS,PROZONER
PRSMJOHNSN.NS,PRSMJOHNSN
PRUDENT.NS,PRUDENT
PRUDMOULI.NS,PRUDMOULI
PSB.NS,PSB
PSFL.NS,PSFL
PSPPROJECT.NS,PSPPROJECT
PTC.NS,PTC
PTCIL.NS,PTCIL
PTL.NS,PTL
PULZ.NS,PULZ
PUNJABCHEM.NS,PUNJABCHEM
PUNJLLOYD.NS,PUNJLLOYD
PURPLEUTED.NS,PURPLEUTED
PURVA.NS,PURVA
PURVFLEXI.NS,PURVFLEXI
PVP.NS,PVP
PVRINOX.NS,PVRINOX
PVSL.NS,PVSL
PYRAMID.NS,PYRAMID
QFIL.NS,QFIL
QMSMEDI.NS,QMSMEDI
QUADPRO.NS,QUADPRO
QUESS.NS,QUESS
QUESTLAB.NS,QUESTLAB
QUICKHEAL.NS,QUICKHEAL
QUICKTOUCH.NS,QUICKTOUCH
QUINTEGRA.NS,QUINTEGRA
QVCEL.NS,QVCEL
RACE.NS,RACE
RACLGEAR.NS,RACLGEAR
RADAAN.NS,RADAAN
RADHIKAJWE.NS,RADHIKAJWE
RADIANTCMS.NS,RADIANTCMS
RADICO.NS,RADICO
RADIOCITY.NS,RADIOCITY
RADIOWALLA.NS,RADIOWALLA
RAILTEL.NS,RAILTEL
RAIN.NS,RAIN
RAINBOW.NS,RAINBOW
RAINBOWPAP.NS,RAINBOWPAP
RAJESHEXPO.NS,RAJESHEXPO
RAJINDLTD.NS,RAJINDLTD
RAJMET.NS,RAJMET
RAJPUTANA.NS,RAJPUTANA
RAJRATAN.NS,RAJRATAN
RAJRILTD.NS,RAJRILTD
RAJSREESUG.NS,RAJSREESUG
RAJTV.NS,RAJTV
RAJVIR.NS,RAJVIR
RALLIS.NS,RALLIS
RAMANEWS.NS,RAMANEWS
RAMAPHO.NS,RAMAPHO
RAMASTEEL.NS,RAMASTEEL
RAMCOCEM.NS,RAMCOCEM
RAMCOIND.NS,RAMCOIND
RAMCOSYS.NS,RAMCOSYS
RAMKY.NS,RAMKY
RAMRAT.NS,RAMRAT
RANASUG.NS,RANASUG
RANEENGINE.NS,RANEENGINE
RANEHOLDIN.NS,RANEHOLDIN
RAPPID.NS,RAPPID
RATEGAIN.NS,RATEGAIN
RATNAMANI.NS,RATNAMANI
RATNAVEER.NS,RATNAVEER
RAYMOND.NS,RAYMOND
RAYMONDLSL.NS,RAYMONDLSL
RBA.NS,RBA
RBL.NS,RBL
RBLBANK.NS,RBLBANK
RBMINFRA.NS,RBMINFRA
RBS.NS,RBS
RBZJEWEL.NS,RBZJEWEL
RCDL.NS,RCDL
RCF.NS,RCF
RCOM.NS,RCOM
RECLTD.NS,RECLTD
REDINGTON.NS,REDINGTON
REDTAPE.NS,REDTAPE
REFEX.NS,REFEX
REFRACTORY.NS,REFRACTORY
REGENCERAM.NS,REGENCERAM
RELAXO.NS,RELAXO
RELCAPITAL.NS,RELCAPITAL
RELCHEMQ.NS,RELCHEMQ
RELIABLE.NS,RELIABLE
RELIANCE.NS,RELIANCE
RELIGARE.NS,RELIGARE
RELINFRA.NS,RELINFRA
RELTD.NS,RELTD
REMSONSIND.NS,REMSONSIND
REMUS.NS,REMUS
RENUKA.NS,RENUKA
REPCOHOME.NS,REPCOHOME
REPL.NS,REPL
REPRO.NS,REPRO
RESPONIND.NS,RESPONIND
RETAIL.NS,RETAIL
REXPIPES.NS,REXPIPES
RGL.NS,RGL
RHFL.NS,RHFL
RHIM.NS,RHIM
RHL.NS,RHL
RICHA.NS,RICHA
RICOAUTO.NS,RICOAUTO
RIIL.NS,RIIL
RILINFRA.NS,RILINFRA
RISHABH.NS,RISHABH
RITCO.NS,RITCO
RITES.NS,RITES
RITEZONE.NS,RITEZONE
RKDL.NS,RKDL
RKEC.NS,RKEC
RKFORGE.NS,RKFORGE
RKSWAMY.NS,RKSWAMY
RMCL.NS,RMCL
RMDRIP.NS,RMDRIP
RML.NS,RML
RMMIL.NS,RMMIL
RNAVAL.NS,RNAVAL
RNFI.NS,RNFI
ROCKINGDCE.NS,ROCKINGDCE
ROHLTD.NS,ROHLTD
ROLEXRINGS.NS,ROLEXRINGS
ROLLT.NS,ROLLT
ROLTA.NS,ROLTA
ROML.NS,ROML
ROSSARI.NS,ROSSARI
ROSSELLIND.NS,ROSSELLIND
ROSSTECH.NS,ROSSTECH
ROTO.NS,ROTO
ROUTE.NS,ROUTE
ROXHITECH.NS,ROXHITECH
RPEL.NS,RPEL
RPGLIFE.NS,RPGLIFE
RPOWER.NS,RPOWER
RPPINFRA.NS,RPPINFRA
RPPL.NS,RPPL
RPSGVENT.NS,RPSGVENT
RPTECH.NS,RPTECH
RRKABEL.NS,RRKABEL
RSSOFTWARE.NS,RSSOFTWARE
RSWM.NS,RSWM
RSYSTEMS.NS,RSYSTEMS
RTNINDIA.NS,RTNINDIA
RTNPOWER.NS,RTNPOWER
RUBFILA.NS,RUBFILA
RUBYMILLS.NS,RUBYMILLS
RUCHINFRA.NS,RUCHINFRA
RUCHIRA.NS,RUCHIRA
RULKA.NS,RULKA
RUPA.NS,RUPA
RUSHABEAR.NS,RUSHABEAR
RUSHIL.NS,RUSHIL
RUSTOMJEE.NS,RUSTOMJEE
RVHL.NS,RVHL
RVNL.NS,RVNL
RVTH.NS,RVTH
S&SPOWER.NS,S&SPOWER
SAAKSHI.NS,SAAKSHI
SABAR.NS,SABAR
SABEVENTS.NS,SABEVENTS
SABTNL.NS,SABTNL
SADBHAV.NS,SADBHAV
SADBHIN.NS,SADBHIN
SADHAV.NS,SADHAV
SADHNANIQ.NS,SADHNANIQ
SAFARI.NS,SAFARI
SAGARDEEP.NS,SAGARDEEP
SAGCEM.NS,SAGCEM
SAGILITY.NS,SAGILITY
SAH.NS,SAH
SAHAJ.NS,SAHAJ
SAHAJSOLAR.NS,SAHAJSOLAR
SAHANA.NS,SAHANA
SAHASRA.NS,SAHASRA
SAHYADRI.NS,SAHYADRI
SAIFL.NS,SAIFL
SAIL.NS,SAIL
SAILIFE.NS,SAILIFE
SAJHOTELS.NS,SAJHOTELS
SAKAR.NS,SAKAR
SAKHTISUG.NS,SAKHTISUG
SAKSOFT.NS,SAKSOFT
SAKUMA.NS,SAKUMA
SALASAR.NS,SALASAR
SALONA.NS,SALONA
SALSTEEL.NS,SALSTEEL
SALZERELEC.NS,SALZERELEC
SAMBHAAV.NS,SAMBHAAV
SAMHI.NS,SAMHI
SAMMAANCAP.NS,SAMMAANCAP
SAMPANN.NS,SAMPANN
SANATHAN.NS,SANATHAN
SANCO.NS,SANCO
SANDESH.NS,SANDESH
SANDHAR.NS,SANDHAR
SANDUMA.NS,SANDUMA
SANGAMIND.NS,SANGAMIND
SANGANI.NS,SANGANI
SANGHIIND.NS,SANGHIIND
SANGHVIMOV.NS,SANGHVIMOV
SANGINITA.NS,SANGINITA
SANOFI.NS,SANOFI
SANOFICONR.NS,SANOFICONR
SANSERA.NS,SANSERA
SANSTAR.NS,SANSTAR
SANWARIA.NS,SANWARIA
SAPPHIRE.NS,SAPPHIRE
SARDAEN.NS,SARDAEN
SAREGAMA.NS,SAREGAMA
SARLAPOLY.NS,SARLAPOLY
SAROJA.NS,SAROJA
SARTELE.NS,SARTELE
SARVESHWAR.NS,SARVESHWAR
SASKEN.NS,SASKEN
SASTASUNDR.NS,SASTASUNDR
SATECH.NS,SATECH
SATHAISPAT.NS,SATHAISPAT
SATIA.NS,SATIA
SATIN.NS,SATIN
SATINDLTD.NS,SATINDLTD
SATIPOLY.NS,SATIPOLY
SAURASHCEM.NS,SAURASHCEM
SBC.NS,SBC
SBCL.NS,SBCL
SBFC.NS,SBFC
SBGLP.NS,SBGLP
SBICARD.NS,SBICARD
SBILIFE.NS,SBILIFE
SBIN.NS,SBIN
SCHAEFFLER.NS,SCHAEFFLER
SCHAND.NS,SCHAND
SCHNEIDER.NS,SCHNEIDER
SCI.NS,SCI
SCILAL.NS,SCILAL
SCML.NS,SCML
SCPL.NS,SCPL
SDBL.NS,SDBL
SDREAMS.NS,SDREAMS
SEAMECLTD.NS,SEAMECLTD
SECL.NS,SECL
SECMARK.NS,SECMARK
SECURCRED.NS,SECURCRED
SECURKLOUD.NS,SECURKLOUD
SEJALLTD.NS,SEJALLTD
SEL.NS,SEL
SELAN.NS,SELAN
SELMC.NS,SELMC
SEMAC.NS,SEMAC
SENCO.NS,SENCO
SENORES.NS,SENORES
SEPC.NS,SEPC
SEQUENT.NS,SEQUENT
SERVICE.NS,SERVICE
SERVOTECH.NS,SERVOTECH
SESHAPAPER.NS,SESHAPAPER
SETCO.NS,SETCO
SETUINFRA.NS,SETUINFRA
SEYAIND.NS,SEYAIND
SFL.NS,SFL
SFML.NS,SFML
SGIL.NS,SGIL
SGL.NS,SGL
SHAH.NS,SHAH
SHAHALLOYS.NS,SHAHALLOYS
SHAILY.NS,SHAILY
SHAIVAL.NS,SHAIVAL
SHAKTIPUMP.NS,SHAKTIPUMP
SHALBY.NS,SHALBY
SHALPAINTS.NS,SHALPAINTS
SHANKARA.NS,SHANKARA
SHANTHALA.NS,SHANTHALA
SHANTI.NS,SHANTI
SHANTIGEAR.NS,SHANTIGEAR
SHARDACROP.NS,SHARDACROP
SHARDAMOTR.NS,SHARDAMOTR
SHAREINDIA.NS,SHAREINDIA
SHEETAL.NS,SHEETAL
SHEKHAWATI.NS,SHEKHAWATI
SHEMAROO.NS,SHEMAROO
SHERA.NS,SHERA
SHIGAN.NS,SHIGAN
SHILPAMED.NS,SHILPAMED
SHIRPUR-G.NS,SHIRPUR-G
SHIVALIK.NS,SHIVALIK
SHIVAMAUTO.NS,SHIVAMAUTO
SHIVAMILLS.NS,SHIVAMILLS
SHIVATEX.NS,SHIVATEX
SHIVAUM.NS,SHIVAUM
SHK.NS,SHK
SHOPERSTOP.NS,SHOPERSTOP
SHRADHA.NS,SHRADHA
SHREDIGCEM.NS,SHREDIGCEM
SHREECEM.NS,SHREECEM
SHREEKARNI.NS,SHREEKARNI
SHREEOSFM.NS,SHREEOSFM
SHREEPUSHK.NS,SHREEPUSHK
SHREERAMA.NS,SHREERAMA
SHRENIK.NS,SHRENIK
SHREYANIND.NS,SHREYANIND
SHRIPISTON.NS,SHRIPISTON
SHRIRAMFIN.NS,SHRIRAMFIN
SHRIRAMPPS.NS,SHRIRAMPPS
SHRITECH.NS,SHRITECH
SHUBHLAXMI.NS,SHUBHLAXMI
SHUBHSHREE.NS,SHUBHSHREE
SHYAMCENT.NS,SHYAMCENT
SHYAMMETL.NS,SHYAMMETL
SHYAMTEL.NS,SHYAMTEL
SICALLOG.NS,SICALLOG
SIDDHIKA.NS,SIDDHIKA
SIEMENS.NS,SIEMENS
SIGACHI.NS,SIGACHI
SIGIND.NS,SIGIND
SIGMA.NS,SIGMA
SIGNATURE.NS,SIGNATURE
SIGNORIA.NS,SIGNORIA
SIGNPOST.NS,SIGNPOST
SIIL.NS,SIIL
SIKKO.NS,SIKKO
SIL.NS,SIL
SILGO.NS,SILGO
SILINV.NS,SILINV
SILKFLEX.NS,SILKFLEX
SILLYMONKS.NS,SILLYMONKS
SILVERTUC.NS,SILVERTUC
SIMBHALS.NS,SIMBHALS
SIMPLEXINF.NS,SIMPLEXINF
SINCLAIR.NS,SINCLAIR
SINDHUTRAD.NS,SINDHUTRAD
SINTERCOM.NS,SINTERCOM
SIRCA.NS,SIRCA
SIS.NS,SIS
SITINET.NS,SITINET
SIYSIL.NS,SIYSIL
SJLOGISTIC.NS,SJLOGISTIC
SJS.NS,SJS
SJVN.NS,SJVN
SKFINDIA.NS,SKFINDIA
SKIL.NS,SKIL
SKIPPER.NS,SKIPPER
SKMEGGPROD.NS,SKMEGGPROD
SKP.NS,SKP
SKSTEXTILE.NS,SKSTEXTILE
SKYGOLD.NS,SKYGOLD
SLONE.NS,SLONE
SMARTLINK.NS,SMARTLINK
SMCGLOBAL.NS,SMCGLOBAL
SMLISUZU.NS,SMLISUZU
SMLT.NS,SMLT
SMSLIFE.NS,SMSLIFE
SMSPHARMA.NS,SMSPHARMA
SMVD.NS,SMVD
SNOWMAN.NS,SNOWMAN
SOBHA.NS,SOBHA
SOFTTECH.NS,SOFTTECH
SOLARA.NS,SOLARA
SOLARINDS.NS,SOLARINDS
SOLEX.NS,SOLEX
SOMANYCERA.NS,SOMANYCERA
SOMATEX.NS,SOMATEX
SOMICONVEY.NS,SOMICONVEY
SONACOMS.NS,SONACOMS
SONAMAC.NS,SONAMAC
SONAMLTD.NS,SONAMLTD
SONATSOFTW.NS,SONATSOFTW
SONUINFRA.NS,SONUINFRA
SOTAC.NS,SOTAC
SOTL.NS,SOTL
SOUTHBANK.NS,SOUTHBANK
SOUTHWEST.NS,SOUTHWEST
SPAL.NS,SPAL
SPANDANA.NS,SPANDANA
SPARC.NS,SPARC
SPCENET.NS,SPCENET
SPCL.NS,SPCL
SPECIALITY.NS,SPECIALITY
SPECTRUM.NS,SPECTRUM
SPECTSTM.NS,SPECTSTM
SPENCERS.NS,SPENCERS
SPENTEX.NS,SPENTEX
SPIC.NS,SPIC
SPLIL.NS,SPLIL
SPLPETRO.NS,SPLPETRO
SPMLINFRA.NS,SPMLINFRA
SPORTKING.NS,SPORTKING
SPPPOLY.NS,SPPPOLY
SPRL.NS,SPRL
SPTL.NS,SPTL
SRD.NS,SRD
SREEL.NS,SREEL
SRF.NS,SRF
SRGHFL.NS,SRGHFL
SRHHYPOLTD.NS,SRHHYPOLTD
SRIRAM.NS,SRIRAM
SRIVASAVI.NS,SRIVASAVI
SRM.NS,SRM
SRPL.NS,SRPL
SSDL.NS,SSDL
SSEGL.NS,SSEGL
SSFL.NS,SSFL
SSINFRA.NS,SSINFRA
SSWL.NS,SSWL
STANLEY.NS,STANLEY
STAR.NS,STAR
STARCEMENT.NS,STARCEMENT
STARHEALTH.NS,STARHEALTH
STARPAPER.NS,STARPAPER
STARTECK.NS,STARTECK
STCINDIA.NS,STCINDIA
STEELCAS.NS,STEELCAS
STEELCITY.NS,STEELCITY
STEELXIND.NS,STEELXIND
STEL.NS,STEL
STERTOOLS.NS,STERTOOLS
STLTECH.NS,STLTECH
STOVEKRAFT.NS,STOVEKRAFT
STYLAMIND.NS,STYLAMIND
STYLEBAAZA.NS,STYLEBAAZA
STYRENIX.NS,STYRENIX
SUBEXLTD.NS,SUBEXLTD
SUBROS.NS,SUBROS
SUDARSCHEM.NS,SUDARSCHEM
SUKHJITS.NS,SUKHJITS
SULA.NS,SULA
SUMEETINDS.NS,SUMEETINDS
SUMICHEM.NS,SUMICHEM
SUMIT.NS,SUMIT
SUMMITSEC.NS,SUMMITSEC
SUNCLAY.NS,SUNCLAY
SUNDARAM.NS,SUNDARAM
SUNDARMFIN.NS,SUNDARMFIN
SUNDARMHLD.NS,SUNDARMHLD
SUNDRMBRAK.NS,SUNDRMBRAK
SUNDRMFAST.NS,SUNDRMFAST
SUNFLAG.NS,SUNFLAG
SUNLITE.NS,SUNLITE
SUNPHARMA.NS,SUNPHARMA
SUNREST.NS,SUNREST
SUNTECK.NS,SUNTECK
SUNTV.NS,SUNTV
SUPERHOUSE.NS,SUPERHOUSE
SUPERSPIN.NS,SUPERSPIN
SUPRAJIT.NS,SUPRAJIT
SUPREMEENG.NS,SUPREMEENG
SUPREMEIND.NS,SUPREMEIND
SUPREMEINF.NS,SUPREMEINF
SUPREMEPWR.NS,SUPREMEPWR
SUPRIYA.NS,SUPRIYA
SURAJEST.NS,SURAJEST
SURAJLTD.NS,SURAJLTD
SURAKSHA.NS,SURAKSHA
SURANASOL.NS,SURANASOL
SURANAT&P.NS,SURANAT&P
SURANI.NS,SURANI
SURYALAXMI.NS,SURYALAXMI
SURYAROSNI.NS,SURYAROSNI
SURYODAY.NS,SURYODAY
SUTLEJTEX.NS,SUTLEJTEX
SUULD.NS,SUULD
SUVEN.NS,SUVEN
SUVENPHAR.NS,SUVENPHAR
SUVIDHAA.NS,SUVIDHAA
SUYOG.NS,SUYOG
SUZLON.NS,SUZLON
SVLL.NS,SVLL
SVPGLOB.NS,SVPGLOB
SWANENERGY.NS,SWANENERGY
SWARAJ.NS,SWARAJ
SWARAJENG.NS,SWARAJENG
SWASTIK.NS,SWASTIK
SWELECTES.NS,SWELECTES
SWIGGY.NS,SWIGGY
SWSOLAR.NS,SWSOLAR
SYLVANPLY.NS,SYLVANPLY
SYMPHONY.NS,SYMPHONY
SYNCOMF.NS,SYNCOMF
SYNGENE.NS,SYNGENE
SYNOPTICS.NS,SYNOPTICS
SYRMA.NS,SYRMA
SYSTANGO.NS,SYSTANGO
TAC.NS,TAC
TAINWALCHM.NS,TAINWALCHM
TAJGVK.NS,TAJGVK
TAKE.NS,TAKE
TALBROAUTO.NS,TALBROAUTO
TALWALKARS.NS,TALWALKARS
TALWGYM.NS,TALWGYM
TANLA.NS,TANLA
TAPIFRUIT.NS,TAPIFRUIT
TARACHAND.NS,TARACHAND
TARAPUR.NS,TARAPUR
TARC.NS,TARC
TARIL.NS,TARIL
TARMAT.NS,TARMAT
TARSONS.NS,TARSONS
TASTYBITE.NS,TASTYBITE
TATACHEM.NS,TATACHEM
TATACOMM.NS,TATACOMM
TATACONSUM.NS,TATACONSUM
TATAELXSI.NS,TATAELXSI
TATAINVEST.NS,TATAINVEST
TATAMOTORS.NS,TATAMOTORS
TATAPOWER.NS,TATAPOWER
TATASTEEL.NS,TATASTEEL
TATATECH.NS,TATATECH
TATVA.NS,TATVA
TBI.NS,TBI
TBOTEK.NS,TBOTEK
TBZ.NS,TBZ
TCI.NS,TCI
TCIEXP.NS,TCIEXP
TCIFINANCE.NS,TCIFINANCE
TCL.NS,TCL
TCLCONS.NS,TCLCONS
TCNSBRANDS.NS,TCNSBRANDS
TCPLPACK.NS,TCPLPACK
TCS.NS,TCS
TDPOWERSYS.NS,TDPOWERSYS
TEAMLEASE.NS,TEAMLEASE
TECHERA.NS,TECHERA
TECHIN.NS,TECHIN
TECHLABS.NS,TECHLABS
TECHM.NS,TECHM
TECHNOE.NS,TECHNOE
TECHNOFAB.NS,TECHNOFAB
TECILCHEM.NS,TECILCHEM
TEGA.NS,TEGA
TEJASNET.NS,TEJASNET
TEMBO.NS,TEMBO
TERASOFT.NS,TERASOFT
TEXINFRA.NS,TEXINFRA
TEXMOPIPES.NS,TEXMOPIPES
TEXRAIL.NS,TEXRAIL
TFCILTD.NS,TFCILTD
TFL.NS,TFL
TGBHOTELS.NS,TGBHOTELS
TGL.NS,TGL
THANGAMAYL.NS,THANGAMAYL
THEINVEST.NS,THEINVEST
THEJO.NS,THEJO
THEMISMED.NS,THEMISMED
THERMAX.NS,THERMAX
THESL.NS,THESL
THOMASCOOK.NS,THOMASCOOK
THOMASCOTT.NS,THOMASCOTT
THYROCARE.NS,THYROCARE
TI.NS,TI
TIIL.NS,TIIL
TIINDIA.NS,TIINDIA
TIJARIA.NS,TIJARIA
TIL.NS,TIL
TIMESCAN.NS,TIMESCAN
TIMESGTY.NS,TIMESGTY
TIMETECHNO.NS,TIMETECHNO
TIMKEN.NS,TIMKEN
TIPSFILMS.NS,TIPSFILMS
TIPSMUSIC.NS,TIPSMUSIC
TIRUMALCHM.NS,TIRUMALCHM
TIRUPATI.NS,TIRUPATI
TIRUPATIFL.NS,TIRUPATIFL
TITAGARH.NS,TITAGARH
TITAN.NS,TITAN
TMB.NS,TMB
TNPETRO.NS,TNPETRO
TNPL.NS,TNPL
TNTELE.NS,TNTELE
TOKYOPLAST.NS,TOKYOPLAST
TOLINS.NS,TOLINS
TORNTPHARM.NS,TORNTPHARM
TORNTPOWER.NS,TORNTPOWER
TOTAL.NS,TOTAL
TOUCHWOOD.NS,TOUCHWOOD
TPHQ.NS,TPHQ
TPLPLASTEH.NS,TPLPLASTEH
TRACXN.NS,TRACXN
TRANSRAILL.NS,TRANSRAILL
TRANSTEEL.NS,TRANSTEEL
TRANSWIND.NS,TRANSWIND
TRANSWORLD.NS,TRANSWORLD
TREEHOUSE.NS,TREEHOUSE
TREJHARA.NS,TREJHARA
TREL.NS,TREL
TRENT.NS,TRENT
TRF.NS,TRF
TRIDENT.NS,TRIDENT
TRIDHYA.NS,TRIDHYA
TRIGYN.NS,TRIGYN
TRITURBINE.NS,TRITURBINE
TRIVENI.NS,TRIVENI
TROM.NS,TROM
TRU.NS,TRU
TRUST.NS,TRUST
TTKHLTCARE.NS,TTKHLTCARE
TTKPRESTIG.NS,TTKPRESTIG
TTL.NS,TTL
TTML.NS,TTML
TULSI.NS,TULSI
TUNWAL.NS,TUNWAL
TV18BRDCST.NS,TV18BRDCST
TVSELECT.NS,TVSELECT
TVSHLTD.NS,TVSHLTD
TVSMOTOR.NS,TVSMOTOR
TVSSCS.NS,TVSSCS
TVSSRICHAK.NS,TVSSRICHAK
TVTODAY.NS,TVTODAY
TVVISION.NS,TVVISION
UBL.NS,UBL
UCAL.NS,UCAL
UCL.NS,UCL
UCOBANK.NS,UCOBANK
UDAICEMENT.NS,UDAICEMENT
UDS.NS,UDS
UEL.NS,UEL
UFLEX.NS,UFLEX
UFO.NS,UFO
UGARSUGAR.NS,UGARSUGAR
UGROCAP.NS,UGROCAP
UHTL.NS,UHTL
UJJIVANSFB.NS,UJJIVANSFB
ULTRACEMCO.NS,ULTRACEMCO
UMA.NS,UMA
UMAEXPORTS.NS,UMAEXPORTS
UMANGDAIRY.NS,UMANGDAIRY
UMESLTD.NS,UMESLTD
UNICHEMLAB.NS,UNICHEMLAB
UNIDT.NS,UNIDT
UNIECOM.NS,UNIECOM
UNIENTER.NS,UNIENTER
UNIHEALTH.NS,UNIHEALTH
UNIINFO.NS,UNIINFO
UNILEX.NS,UNILEX
UNIMECH.NS,UNIMECH
UNIONBANK.NS,UNIONBANK
UNIPARTS.NS,UNIPARTS
UNIPLY.NS,UNIPLY
